aX,aY,aZ,gX,gY,gZ
2.633,0.808,0.501,22.705,-32.471,158.325
2.785,1.075,0.361,19.226,-15.625,153.076
2.791,1.191,0.175,19.531,-1.587,128.662
2.758,1.258,-0.049,18.188,2.38,90.881
2.607,1.254,-0.099,17.395,-4.333,54.016
2.344,1.118,-0.002,14.465,-13,16.968
1.906,0.797,0.094,7.568,-9.338,-18.433
1.58,0.646,0.106,-4.272,4.15,-41.809
1.198,0.362,0.157,-9.521,6.165,-64.087
0.89,0.141,0.214,-11.963,7.202,-77.271
0.657,-0.03,0.253,-10.315,8.972,-78.613
0.469,-0.144,0.248,-6.104,13.062,-72.754
0.353,-0.227,0.22,-5.798,16.541,-61.523
0.275,-0.265,0.189,-6.653,16.235,-46.997
0.29,-0.277,0.145,-8.606,12.085,-30.64
0.367,-0.232,0.112,-11.719,3.784,-12.817
0.503,-0.138,0.164,-14.465,-5.493,1.709
0.682,-0.05,0.177,-14.221,-8.118,10.986
0.828,-0.013,0.169,-9.827,-4.089,15.686
0.964,0.028,0.153,-5.554,0.183,19.592
1.121,0.115,0.099,-1.343,4.211,25.94
1.251,0.247,0.065,0.305,6.287,32.166
1.344,0.361,0.036,-1.099,5.981,32.776
1.38,0.428,0.035,-1.77,4.395,26.978
1.379,0.48,0.035,-2.747,4.028,18.433
1.159,0.427,0.094,-3.906,6.348,8.301
1.227,0.405,-0.041,-7.69,16.602,2.136
1.12,0.404,0.011,-10.803,8.789,-1.526
1.048,0.379,0.052,-12.512,0.732,-7.263
0.961,0.342,0.078,-11.658,-1.038,-13.428
0.887,0.31,0.081,-11.108,1.526,-17.944
0.851,0.276,0.056,-11.719,6.165,-20.63
0.816,0.229,0.058,-12.451,7.324,-22.644
0.812,0.197,0.078,-15.259,6.653,-22.095
0.809,0.176,0.093,-17.334,7.874,-19.714
0.822,0.174,0.1,-18.555,10.315,-16.846
0.904,0.201,0.039,-16.907,13.245,-14.099
0.935,0.241,0.009,-12.512,10.62,-13.672
0.952,0.229,0.022,-7.935,3.967,-16.541
0.91,0.211,0.051,-8.24,1.282,-20.569
0.904,0.17,0.051,-11.475,5.798,-22.339
0.929,0.149,0.02,-12.024,12.756,-19.897
0.963,0.167,0.004,-9.766,13.733,-15.076
0.989,0.184,0.009,-6.653,11.963,-10.559
1.008,0.193,0.022,-4.7,9.521,-9.705
1.025,0.192,0.031,-1.953,7.69,-9.583
0.999,0.194,0.042,0.61,6.287,-10.193
0.974,0.181,0.046,1.831,6.104,-10.681
0.95,0.158,0.036,3.113,7.996,-10.803
0.942,0.142,0.025,4.639,7.935,-10.132
0.935,0.13,0.04,6.47,4.089,-8.301
0.944,0.131,0.045,9.46,-0.366,-6.287
0.954,0.161,0.048,10.803,-2.93,-4.639
0.959,0.209,0.042,12.634,-3.967,-4.211
0.96,0.211,0.036,16.418,-4.211,-5.676
0.959,0.188,0.029,19.836,-4.639,-8.301
0.917,0.157,0.047,20.569,-4.761,-8.972
0.928,0.142,0.046,16.479,-1.892,-6.714
0.964,0.153,0.035,10.803,1.648,-2.136
0.989,0.181,0.035,7.874,1.16,0.244
1.003,0.191,0.039,6.897,-1.404,-0.366
1.011,0.209,0.051,5.676,-2.747,-1.221
1.002,0.215,0.057,4.333,-2.808,-2.625
0.976,0.198,0.047,3.723,-1.404,-3.723
0.976,0.172,0.045,1.648,0.488,-3.296
0.94,0.183,0.042,-0.366,0.732,-2.197
0.963,0.177,0.04,-1.038,-1.099,-2.38
0.97,0.179,0.078,-1.831,-2.014,-2.014
0.977,0.152,0.064,-1.953,0.916,-2.014
0.972,0.199,0.038,-2.197,4.272,1.16
0.978,0.208,0.034,-1.343,4.15,0.183
0.964,0.178,0.023,0.549,3.235,-2.869
0.958,0.178,0.033,0.305,1.648,-3.723
0.961,0.152,0.037,0.305,-0.244,-4.761
0.96,0.136,0.043,0.671,-2.014,-5.188
0.963,0.137,0.051,0.061,-3.296,-4.028
0.966,0.134,0.052,-0.793,-3.784,-2.869
0.976,0.153,0.062,-1.465,-4.15,-1.343
0.986,0.176,0.081,-1.404,-3.418,0.244
0.98,0.164,0.081,0,0.061,0
0.975,0.158,0.069,0,4.211,-0.244
0.971,0.166,0.051,-0.671,6.592,-0.183
1.032,0.173,0.01,-0.244,6.836,-0.366
0.999,0.181,0.037,0.854,1.526,-1.77
0.978,0.175,0.06,-0.244,-1.892,-4.211
0.933,0.15,0.048,-0.977,0.183,-5.92
0.921,0.136,0.03,-2.197,2.93,-4.883
0.927,0.152,0.024,-3.54,3.906,-1.831
0.959,0.193,0.009,-4.089,2.93,0.061
0.975,0.212,0.018,-3.967,1.221,-0.366
0.981,0.212,0.022,-5.249,0.549,-2.563
0.981,0.214,0.015,-7.385,1.16,-4.333
0.983,0.181,0.027,-8.85,1.404,-5.92
0.975,0.147,0.056,-11.902,1.953,-6.775
0.972,0.14,0.058,-14.526,3.784,-6.287
0.962,0.129,0.051,-12.329,5.127,-4.883
0.963,0.129,0.042,-10.254,5.005,-3.113
0.965,0.13,0.04,-8.545,4.089,-1.77
0.962,0.134,0.037,-7.629,3.357,-0.793
0.963,0.132,0.033,-7.874,2.38,-0.427
0.966,0.13,0.039,-7.263,1.16,-0.427
0.969,0.134,0.039,-6.653,0,0.488
0.974,0.14,0.047,-6.287,-0.183,1.343
0.972,0.145,0.047,-5.737,0.916,1.77
0.97,0.153,0.03,-4.944,2.747,2.136
0.969,0.156,0.02,-4.333,3.357,2.136
0.967,0.167,0.013,-4.272,3.052,2.197
0.97,0.177,0.015,-3.296,2.014,2.258
0.974,0.178,0.026,-2.38,1.282,1.953
0.975,0.182,0.024,-1.526,1.648,1.648
0.97,0.177,0.022,-0.793,2.258,0.916
0.969,0.172,0.021,-0.305,2.197,0.488
0.971,0.171,0.023,-0.122,1.709,-0.061
0.972,0.172,0.019,-0.183,0.977,-0.366
0.973,0.176,0.016,-0.61,0.488,-0.61
0.971,0.178,0.029,-1.343,0.183,-0.977
0.975,0.176,0.038,-1.038,0.183,-1.709
0.972,0.156,0.036,0.61,1.221,-2.502
,,,,,
1.958,0.596,-0.344,19.348,9.155,57.251
1.992,0.637,-0.351,10.742,1.16,50.964
1.981,0.668,-0.313,0.671,-8.911,40.344
1.901,0.665,-0.224,-9.155,-17.944,26.489
1.765,0.618,-0.128,-16.541,-23.621,9.399
1.587,0.564,-0.055,-22.583,-23.132,-6.714
1.351,0.454,-0.001,-27.039,-15.991,-21.851
1.221,0.401,-0.055,-31.25,-6.775,-32.898
1.082,0.329,-0.005,-33.508,-12.146,-42.053
0.98,0.244,0.057,-34.851,-18.616,-51.147
0.845,0.131,0.152,-35.522,-22.4,-58.35
0.722,-0.003,0.222,-35.4,-19.958,-61.523
0.64,-0.073,0.218,-33.936,-10.498,-58.777
0.574,-0.167,0.184,-25.696,-3.235,-52.612
0.652,-0.208,0.119,-16.296,1.892,-40.1
0.671,-0.164,0.13,-9.033,2.625,-23.071
0.785,-0.103,0.079,-1.587,5.737,-10.01
0.922,-0.028,0.013,4.456,9.033,-2.075
1.048,0.046,-0.051,6.653,9.521,2.197
1.115,0.105,-0.092,5.615,6.47,3.601
1.145,0.137,-0.078,3.967,0.854,1.709
1.159,0.165,-0.061,2.808,-0.61,-1.099
1.167,0.167,-0.053,2.258,1.709,-3.54
1.043,0.148,-0.008,2.319,4.517,-5.493
1.119,0.108,-0.067,1.953,10.986,-4.578
1.093,0.152,-0.077,0.916,10.681,-0.671
1.082,0.19,-0.048,-0.427,5.188,0.671
1.043,0.194,-0.037,-1.221,3.357,-2.014
0.989,0.19,-0.036,-1.831,3.418,-5.493
0.948,0.184,-0.051,-1.587,4.639,-8.24
0.918,0.176,-0.05,-1.831,4.517,-9.949
0.895,0.166,-0.04,-2.38,3.906,-10.376
0.875,0.135,-0.025,-2.197,3.479,-10.681
0.865,0.115,-0.023,-1.953,3.723,-9.644
0.881,0.117,-0.021,-1.465,3.967,-6.653
0.929,0.135,-0.033,-1.343,5.371,-3.723
0.965,0.14,-0.046,-0.977,5.859,-2.869
0.975,0.131,-0.056,-0.671,4.883,-3.113
0.989,0.138,-0.06,-1.343,3.54,-2.625
1.012,0.152,-0.063,-2.38,3.174,-0.854
1.015,0.15,-0.083,-2.686,3.174,0
1.002,0.134,-0.101,-3.601,1.282,0.061
0.991,0.129,-0.098,-4.761,-2.38,0.732
0.982,0.131,-0.075,-5.92,-6.226,1.343
0.985,0.136,-0.06,-7.202,-7.996,1.709
0.994,0.173,-0.016,-7.629,-8.24,1.343
0.99,0.139,-0.012,-5.066,-5.432,-2.441
0.961,0.098,-0.006,-2.808,-3.235,-5.92
0.951,0.091,-0.013,-1.526,-1.77,-5.92
0.911,0.074,-0.023,-0.488,-1.465,-4.7
0.936,0.117,0.006,-0.671,-2.136,-1.099
0.969,0.129,-0.037,-0.427,-0.122,0.977
0.95,0.15,-0.042,-0.549,-1.038,1.831
1.042,0.158,-0.053,-0.122,-2.319,1.77
0.955,0.16,-0.063,0.244,-3.479,-0.061
0.974,0.154,-0.074,-0.366,-6.47,-2.319
0.982,0.131,-0.055,-2.38,-10.01,-2.075
0.934,0.143,-0.027,-5.31,-11.536,2.808
0.972,0.2,0.005,-5.554,-9.399,6.226
0.991,0.184,-0.049,-3.601,-3.784,2.563
0.986,0.182,-0.06,-1.77,-3.235,-0.549
0.971,0.174,-0.055,-1.831,-2.869,-1.709
0.981,0.18,-0.047,-1.77,-2.014,-2.075
0.982,0.163,-0.054,-1.587,-1.038,-3.479
0.987,0.147,-0.053,-1.831,-1.953,-4.333
0.986,0.156,-0.048,-3.174,-4.028,-4.089
0.975,0.148,-0.024,-3.784,-6.104,-4.883
0.95,0.13,-0.018,-3.113,-6.409,-6.653
0.937,0.105,-0.018,-1.953,-5.31,-6.897
0.961,0.101,-0.026,-1.343,-5.127,-5.615
0.968,0.106,-0.012,-0.916,-6.592,-4.028
0.977,0.108,-0.002,-1.038,-7.263,-2.93
0.933,0.098,0.016,-1.099,-5.676,-2.319
0.958,0.088,-0.005,-0.977,-2.136,-1.099
0.966,0.096,-0.012,-0.732,-0.61,0.671
0.974,0.097,-0.018,-0.366,-0.671,1.221
0.984,0.109,-0.02,-0.061,-1.16,1.953
0.995,0.128,-0.014,-0.305,-1.343,2.625
0.997,0.13,-0.013,-0.488,-1.16,2.136
0.989,0.124,-0.015,-0.488,-0.854,1.099
0.982,0.121,-0.018,-0.732,-0.427,0.854
0.984,0.135,-0.025,-1.343,-0.061,1.648
0.998,0.147,-0.027,-1.282,-0.366,2.258
0.998,0.15,-0.022,-1.587,-0.916,1.709
0.987,0.147,-0.014,-2.747,-0.732,1.099
0.977,0.137,-0.019,-3.479,0.854,1.038
0.974,0.135,-0.023,-3.052,0.977,1.038
0.974,0.147,-0.034,-2.38,0.122,1.343
0.977,0.151,-0.036,-2.136,-0.732,0.977
0.977,0.149,-0.027,-2.258,-1.77,0.244
0.977,0.144,-0.022,-2.136,-2.563,-0.427
0.975,0.135,-0.024,-1.953,-2.502,-0.916
0.974,0.129,-0.024,-1.953,-2.502,-1.099
0.976,0.128,-0.02,-1.892,-2.686,-0.793
0.981,0.128,-0.019,-1.953,-2.563,-0.732
0.982,0.124,-0.014,-2.014,-2.258,-0.427
0.982,0.121,-0.012,-2.441,-1.587,-0.061
0.977,0.119,-0.016,-2.441,-0.793,0.427
0.971,0.108,-0.015,-2.441,-0.549,0.732
0.969,0.107,-0.006,-2.197,-0.916,1.282
0.971,0.107,-0.003,-1.587,-0.916,1.709
0.974,0.109,-0.01,-0.977,-0.549,1.831
0.976,0.106,-0.008,-0.061,-0.427,1.953
0.977,0.11,-0.008,0.061,-0.488,2.502
0.977,0.123,-0.006,0.244,0,3.174
0.977,0.118,-0.005,0.793,0.671,3.052
0.974,0.114,-0.01,1.343,1.038,2.869
0.974,0.122,-0.015,1.709,0.793,3.54
0.976,0.132,-0.015,1.709,0.305,4.15
0.975,0.141,-0.01,1.038,0.305,4.211
0.974,0.147,-0.021,0.916,1.526,3.357
0.971,0.136,-0.029,1.892,1.526,2.075
0.974,0.134,-0.033,2.686,0.366,1.77
0.981,0.145,-0.03,2.686,-0.61,2.502
0.985,0.155,-0.023,2.075,-1.099,2.93
0.981,0.16,-0.02,1.099,-0.61,2.808
0.979,0.16,-0.024,0.366,0.366,2.441
0.979,0.152,-0.029,0.366,0.793,1.77
0.977,0.151,-0.027,-0.061,0.671,2.014
,,,,,
2.375,0.092,1.478,-42.297,-96.802,90.088
2.603,0.237,1.518,-29.907,-62.683,98.755
2.609,0.406,1.245,-5.371,-12.878,97.717
2.513,0.615,0.814,11.353,31.799,94.299
2.458,0.802,0.424,19.226,56.213,83.984
2.398,1.004,0.146,22.827,57.8,62.378
2.113,1.017,0.019,23.071,45.349,26.367
1.974,0.799,0.019,18.066,32.043,-14.282
1.651,0.593,0.159,9.644,21.973,-42.786
1.297,0.327,0.193,3.845,18.555,-63.049
0.925,0.16,0.227,-0.61,22.888,-71.899
0.62,-0.02,0.189,-1.038,30.64,-73.792
0.439,-0.116,0.16,-3.54,37.17,-66.223
0.354,-0.127,0.156,-6.47,39.917,-52.49
0.332,-0.144,0.112,-5.615,40.344,-41.077
0.332,-0.136,0.078,-5.005,35.278,-31.799
0.406,-0.17,0.031,-6.226,23.376,-23.926
0.402,-0.092,0.131,-10.315,5.432,-15.381
0.459,-0.099,0.196,-9.094,-2.563,-11.475
0.559,-0.103,0.225,-7.69,1.648,-6.348
0.664,-0.091,0.214,-9.216,7.935,-0.122
0.754,-0.066,0.188,-7.812,10.62,6.714
0.883,-0.005,0.166,-3.784,8.728,14.526
1.013,0.073,0.169,4.578,3.662,23.437
1.13,0.187,0.194,14.465,-0.122,30.701
1.234,0.271,0.192,23.315,-0.671,32.227
1.302,0.301,0.177,29.846,1.587,28.259
1.342,0.315,0.166,30.334,4.272,22.705
1.367,0.328,0.151,27.161,4.211,16.968
1.364,0.328,0.146,22.156,1.038,10.437
1.304,0.314,0.176,14.648,-3.235,2.808
1.097,0.237,0.23,8.545,-5.249,-4.028
1.001,0.174,0.243,1.648,0.793,-6.165
0.96,0.169,0.162,-2.319,12.573,-2.747
1.007,0.206,0.102,-3.052,14.832,-0.122
0.957,0.203,0.115,-2.014,6.958,-2.808
0.923,0.174,0.159,-1.953,-2.075,-8.362
0.87,0.142,0.178,-2.93,-3.113,-11.719
0.911,0.107,0.148,-3.601,-0.183,-12.939
0.925,0.093,0.139,-4.15,-0.793,-12.451
0.937,0.085,0.163,-3.174,-5.127,-12.146
0.947,0.071,0.173,0.122,-7.263,-11.597
0.965,0.071,0.175,2.014,-6.775,-10.071
0.956,0.072,0.168,2.869,-4.639,-8.606
0.964,0.071,0.146,2.502,-2.625,-7.019
0.966,0.083,0.15,1.709,-2.563,-3.906
0.969,0.096,0.158,-0.854,-2.319,-1.282
0.961,0.101,0.169,-1.77,-1.953,0.61
0.96,0.096,0.186,-1.953,-1.282,1.587
0.951,0.103,0.19,-2.197,-0.061,2.686
0.944,0.133,0.168,-1.892,1.465,3.418
0.941,0.137,0.155,0.732,1.099,2.38
0.939,0.136,0.153,1.404,-0.671,0.427
0.953,0.142,0.16,1.953,-2.869,-0.244
0.956,0.157,0.172,2.258,-4.456,-0.793
0.964,0.148,0.169,3.113,-4.761,-2.258
0.96,0.152,0.182,3.357,-4.333,-3.174
0.996,0.162,0.174,2.747,-2.38,-3.357
0.979,0.148,0.175,2.075,-1.038,-3.723
0.966,0.154,0.172,0.977,0.244,-3.723
0.967,0.13,0.172,0.549,1.221,-3.784
0.962,0.15,0.177,0,2.808,-1.709
0.962,0.142,0.174,0.305,3.906,-1.953
0.952,0.12,0.153,0.122,4.15,-3.174
0.949,0.121,0.143,-0.854,2.319,-2.869
0.949,0.153,0.17,-1.404,-0.916,-1.892
0.956,0.146,0.178,0.183,-1.831,-3.174
0.954,0.113,0.171,1.282,-1.099,-5.737
0.946,0.095,0.164,1.038,-1.343,-6.165
0.953,0.099,0.165,0.366,-3.113,-4.944
0.959,0.097,0.171,-1.099,-4.578,-3.296
0.954,0.114,0.191,-2.747,-5.005,-2.136
0.957,0.117,0.198,-2.014,-4.517,-1.77
0.958,0.1,0.184,0.183,-2.686,-2.502
0.955,0.1,0.177,0.427,-2.197,-2.258
0.958,0.113,0.169,-0.427,-2.319,-1.099
0.958,0.127,0.164,-2.075,-2.625,-0.366
0.951,0.14,0.162,-3.357,-3.418,-0.427
0.952,0.143,0.166,-3.601,-4.578,-1.587
0.96,0.137,0.171,-2.747,-5.615,-2.93
0.915,0.125,0.184,-2.808,-5.371,-3.845
0.94,0.123,0.165,-4.761,-2.502,-2.991
0.945,0.132,0.165,-6.348,-0.732,-1.221
0.958,0.128,0.189,-6.836,-1.587,-1.221
0.974,0.122,0.185,-6.47,-0.854,-1.648
0.975,0.119,0.181,-6.226,-0.183,-1.709
0.975,0.116,0.176,-6.592,0,-1.709
0.975,0.125,0.176,-7.568,-0.549,-1.343
0.977,0.143,0.2,-7.507,-1.221,-1.465
0.973,0.118,0.2,-4.395,-0.793,-2.991
0.968,0.089,0.188,-3.174,0.549,-4.517
0.96,0.089,0.19,-4.211,1.16,-3.418
0.959,0.088,0.189,-5.188,1.709,-1.953
0.958,0.101,0.206,-5.554,2.075,-0.427
0.959,0.109,0.197,-4.639,3.723,0.61
0.952,0.102,0.175,-3.845,5.615,-0.061
0.951,0.1,0.156,-4.7,5.554,-0.549
0.954,0.093,0.168,-6.226,3.601,-0.122
0.951,0.105,0.182,-8.423,2.136,0.671
0.954,0.121,0.18,-8.85,2.258,0.61
0.953,0.108,0.17,-5.066,2.38,-0.366
0.974,0.123,0.175,-2.014,2.136,-0.061
0.959,0.125,0.178,-0.854,2.38,0
0.963,0.113,0.169,-0.671,3.235,-1.099
0.959,0.108,0.172,-0.916,3.357,-0.854
0.962,0.115,0.175,-1.892,3.052,0.183
0.966,0.124,0.173,-2.38,3.479,0.854
0.959,0.13,0.161,-2.991,4.578,0.732
0.956,0.129,0.149,-4.028,4.639,0.061
0.958,0.125,0.15,-4.822,3.296,-0.61
0.96,0.12,0.164,-5.615,1.892,-0.61
0.96,0.116,0.173,-5.554,1.404,-0.549
0.96,0.112,0.168,-5.066,2.197,-0.183
0.959,0.113,0.162,-4.639,2.625,0.244
0.96,0.117,0.158,-4.7,2.319,0.854
0.967,0.131,0.156,-6.042,2.075,1.343
0.963,0.141,0.154,-7.629,2.197,0.977
0.958,0.131,0.151,-7.996,2.258,-0.061
0.954,0.127,0.155,-9.277,1.77,-1.16
,,,,,
2.391,0.475,0.128,-12.207,-31.067,67.017
2.569,0.531,0.173,-15.686,-24.597,55.664
2.583,0.51,0.259,-20.752,-16.907,33.875
2.439,0.442,0.282,-24.963,-7.751,6.104
2.029,0.291,0.346,-31.433,1.282,-21.484
1.796,0.27,0.255,-38.391,17.334,-40.039
1.44,0.133,0.256,-43.396,24.17,-58.044
1.084,-0.008,0.298,-42.175,22.4,-71.655
0.797,-0.12,0.322,-34.668,22.278,-78.918
0.602,-0.201,0.278,-23.926,27.039,-78.247
0.444,-0.242,0.214,-14.832,32.593,-69.214
0.365,-0.232,0.133,-9.766,35.583,-54.932
0.386,-0.228,0.066,-6.287,33.447,-38.879
0.405,-0.168,0.073,-5.066,24.597,-22.644
0.48,-0.126,0.051,-1.587,16.174,-10.132
0.557,-0.099,0.048,1.831,6.348,-0.916
0.641,-0.036,0.11,6.042,-2.38,6.958
0.769,-0.015,0.07,10.498,-0.427,12.085
0.907,0.036,0.053,12.268,2.197,17.517
1.045,0.064,0.058,13.672,2.991,21.79
1.17,0.104,0.062,14.709,4.333,24.536
1.272,0.15,0.053,14.648,7.019,25.269
1.329,0.196,0.02,12.39,9.033,22.522
1.336,0.222,0,8.85,8.362,16.357
1.14,0.205,0.086,5.432,6.226,8.545
1.19,0.201,0.034,3.723,15.442,3.723
1.104,0.154,-0.068,5.127,22.644,2.258
1.075,0.183,-0.019,1.892,12.329,1.343
1.026,0.159,0.015,-0.61,3.479,-1.953
0.961,0.139,0.068,-2.441,0,-5.31
0.919,0.11,0.067,-2.625,2.319,-7.141
0.9,0.112,0.043,-1.648,5.554,-6.775
0.892,0.109,0.029,-1.404,6.592,-6.042
0.884,0.092,0.03,-1.526,6.287,-5.981
0.884,0.076,0.036,-1.099,5.31,-5.676
0.924,0.062,0.017,-0.916,4.883,-5.188
0.951,0.06,-0.006,-0.427,2.258,-4.272
0.966,0.051,0.026,-0.488,-3.174,-4.456
0.984,0.045,0.045,-0.61,-5.676,-5.188
0.981,0.037,0.049,0.549,-4.822,-5.432
0.974,0.029,0.048,1.648,-2.625,-5.249
0.992,0.03,0.038,2.502,-0.366,-4.028
1.003,0.032,0.046,2.38,0.671,-2.38
0.989,0.032,0.07,2.38,0.671,-1.587
0.978,0.019,0.076,2.136,2.502,-0.916
0.97,0.021,0.059,1.282,4.822,0.793
0.96,0.049,0.058,0.793,5.249,2.869
0.959,0.054,0.047,1.648,4.578,2.808
0.956,0.064,0.037,1.953,2.991,1.892
0.958,0.063,0.034,2.563,0.061,0.854
0.962,0.06,0.033,2.441,-2.686,0
0.97,0.078,0.041,1.831,-5.676,0.549
0.987,0.099,0.058,2.075,-7.874,0.549
0.995,0.097,0.062,3.723,-7.324,-0.793
0.994,0.087,0.047,4.395,-5.188,-1.648
0.993,0.085,0.035,4.028,-4.517,-1.282
0.993,0.094,0.05,2.502,-4.517,-0.305
0.991,0.1,0.073,1.282,-2.93,0.244
0.994,0.093,0.043,2.136,0.732,0.305
0.99,0.084,0.017,2.747,2.075,0
0.984,0.085,0.022,1.77,-0.549,0.061
0.974,0.073,0.041,0.488,-2.869,-0.122
0.979,0.072,0.063,-0.916,-3.296,0.061
0.985,0.081,0.079,-0.061,-1.587,0.549
0.952,0.055,0.071,2.563,1.343,-0.305
0.998,0.063,0.021,3.174,3.784,-0.549
0.961,0.053,0.068,2.991,0.854,-0.916
0.985,0.054,0.086,1.831,-0.671,-1.099
0.999,0.031,0.061,1.953,1.526,-1.221
0.991,0.078,0.071,1.526,0.977,0.549
0.979,0.063,0.058,2.625,0.793,-0.427
0.978,0.05,0.046,2.991,0.732,-1.587
0.982,0.061,0.052,1.77,-0.549,-0.183
0.991,0.073,0.071,0.549,-1.587,1.282
0.993,0.08,0.073,0.305,-0.61,1.709
0.99,0.076,0.057,1.526,1.587,1.587
0.986,0.078,0.036,2.502,2.563,1.892
0.988,0.092,0.024,2.136,2.075,2.502
0.987,0.107,0.016,1.282,0.732,2.319
0.985,0.105,0.019,-0.061,-0.854,1.282
0.982,0.1,0.028,-1.343,-2.197,0.061
0.982,0.092,0.048,-1.831,-3.235,-1.038
0.984,0.083,0.051,-1.587,-3.357,-1.77
0.986,0.07,0.049,-1.587,-2.869,-2.014
0.985,0.062,0.072,-1.77,-2.991,-1.77
0.986,0.048,0.101,-1.282,-2.686,-1.221
0.987,0.043,0.102,-0.549,-0.732,-0.366
0.978,0.043,0.078,0.366,2.319,0.671
0.976,0.05,0.048,0.488,4.089,1.77
0.971,0.06,0.036,0.427,3.601,2.686
0.971,0.072,0.033,-0.122,2.014,2.563
0.976,0.073,0.04,0.061,0.244,1.404
0.976,0.076,0.044,0.549,-0.427,0.305
0.978,0.07,0.028,0.549,-0.61,-0.671
0.981,0.067,0.031,0.061,-1.587,-1.099
0.991,0.081,0.05,-0.549,-2.869,-0.977
0.99,0.066,0.066,0,-2.502,-1.404
0.989,0.052,0.073,0.244,-1.77,-1.343
0.984,0.054,0.072,0.122,-0.793,0.183
0.982,0.058,0.064,-0.244,-0.122,1.465
0.987,0.069,0.061,-0.488,0.244,2.136
0.986,0.078,0.068,-0.916,0.916,2.197
0.978,0.082,0.048,-0.732,2.441,1.526
0.974,0.083,0.031,-0.305,2.502,0.671
0.977,0.087,0.03,-0.366,0.549,0.183
0.983,0.089,0.034,-0.732,-0.977,-0.549
0.986,0.086,0.033,-1.16,-1.648,-1.099
0.988,0.085,0.034,-2.075,-2.258,-1.404
0.988,0.073,0.049,-2.563,-2.563,-1.587
0.988,0.063,0.068,-2.991,-2.808,-1.526
0.989,0.064,0.067,-3.052,-1.892,-1.221
0.984,0.063,0.063,-2.319,-0.549,-1.16
0.98,0.053,0.064,-2.014,0.366,-1.038
0.98,0.055,0.064,-1.892,0.61,-0.061
0.975,0.056,0.061,-1.648,0.732,1.038
0.972,0.06,0.059,-1.526,0.671,1.526
0.973,0.063,0.053,-1.099,0.183,1.648
0.978,0.066,0.056,-0.916,-0.427,1.648
0.981,0.075,0.061,-1.038,-0.916,1.526
,,,,,
2.553,0.339,0.439,-69.641,-188.232,151.855
2.833,0.406,0.642,-80.383,-188.293,171.204
3.36,0.74,0.619,-92.163,-176.147,197.266
3.627,1.099,0.856,-92.163,-177.246,192.566
3.619,1.208,1.111,-75.256,-172.607,134.399
3.317,0.978,1.207,-51.88,-138.916,47.424
3.205,0.362,1.09,-32.654,-95.703,-29.846
2.653,-0.075,1.178,-29.114,-68.542,-57.129
2.266,-0.176,1.134,-38.086,-36.865,-39.001
1.967,-0.302,0.997,-37.598,-4.639,-26.123
1.72,-0.245,0.776,-37.964,17.761,-12.39
1.413,-0.091,0.57,-32.349,29.48,-3.54
1.106,-0.041,0.418,-23.682,34.485,-8.606
0.842,-0.078,0.286,-14.343,38.696,-18.066
0.663,-0.127,0.211,-9.644,39.368,-20.691
0.569,-0.147,0.2,-8.85,35.522,-13.794
0.532,-0.107,0.244,-11.23,30.579,-2.38
0.61,-0.02,0.225,-14.954,29.907,6.958
0.654,0.045,0.244,-17.212,28.564,10.132
0.659,0.068,0.274,-17.029,25.146,8.85
0.646,0.067,0.289,-10.62,23.315,6.531
0.669,0.074,0.261,-3.723,24.353,6.226
0.717,0.08,0.233,0.183,24.841,8.057
0.764,0.113,0.209,3.296,22.278,10.986
0.818,0.147,0.203,4.578,17.761,12.085
0.853,0.157,0.207,5.188,14.038,9.521
0.897,0.149,0.193,5.859,11.353,6.104
0.927,0.15,0.217,7.019,5.554,3.601
0.961,0.156,0.251,9.277,0.305,2.197
0.984,0.179,0.261,10.559,-0.061,2.441
0.997,0.2,0.246,8.728,4.822,3.845
0.991,0.222,0.248,4.822,10.986,5.066
0.999,0.236,0.244,-0.366,16.846,5.554
1.001,0.226,0.215,-3.601,21.973,4.639
0.984,0.22,0.2,-3.54,23.987,4.028
0.974,0.203,0.202,-3.601,22.461,4.028
0.974,0.19,0.188,-4.7,20.142,3.845
0.986,0.17,0.18,-4.761,15.564,3.479
0.956,0.19,0.231,-4.7,8.484,3.235
0.924,0.168,0.2,-2.502,8.85,2.197
0.915,0.156,0.187,-1.221,9.338,1.099
0.921,0.152,0.204,-0.793,6.592,1.343
0.919,0.147,0.22,-0.671,4.15,1.16
0.922,0.146,0.224,-0.732,2.991,-0.061
0.926,0.143,0.217,0.671,2.075,-1.099
0.925,0.143,0.216,2.136,0.854,-1.648
0.922,0.142,0.214,3.174,-0.183,-2.075
0.935,0.148,0.198,3.54,-1.099,-2.991
0.936,0.151,0.184,4.761,-2.014,-4.517
0.942,0.158,0.161,4.7,-2.38,-5.554
0.961,0.181,0.126,3.54,-2.93,-5.859
0.973,0.2,0.109,1.038,-4.272,-6.287
0.902,0.161,0.155,-2.014,-5.432,-7.263
0.921,0.196,0.158,-3.845,-1.831,-5.493
0.951,0.153,0.127,-2.563,3.662,-3.845
0.989,0.167,0.16,-3.906,3.235,-0.977
1.015,0.176,0.216,-4.578,1.282,1.221
1.021,0.152,0.26,-2.808,2.197,0.854
1.021,0.144,0.247,-0.305,5.188,-0.366
0.989,0.128,0.225,2.502,7.751,-0.183
0.967,0.131,0.209,3.723,10.559,1.465
0.959,0.14,0.176,3.601,14.526,3.54
1.04,0.162,0.108,3.357,15.381,4.272
