aX,aY,aZ,gX,gY,gZ
0.8,-0.36,-0.364,16.785,-6.409,13.672
0.8,-0.308,-0.314,14.954,-6.836,11.719
0.82,-0.288,-0.274,11.719,-9.46,10.559
0.872,-0.292,-0.241,9.521,-12.634,9.399
0.897,-0.318,-0.185,8.545,-15.259,7.874
0.947,-0.337,-0.154,8.911,-13.55,6.287
0.974,-0.363,-0.109,10.742,-10.071,4.089
1.009,-0.381,-0.091,12.146,-5.981,3.113
1.006,-0.404,-0.077,12.451,-2.502,3.357
1.007,-0.405,-0.063,12.878,-0.305,3.906
1,-0.388,-0.058,14.282,1.16,4.822
0.995,-0.38,-0.047,15.442,1.343,5.737
0.99,-0.376,-0.027,14.832,0.488,6.226
0.985,-0.365,-0.005,13.916,-0.61,6.653
0.989,-0.355,0.018,13.367,-1.648,6.409
1.004,-0.367,0.038,12.695,-1.831,5.371
1.008,-0.373,0.044,12.817,-0.793,5.554
1.001,-0.373,0.044,13.306,0.732,6.47
1.001,-0.369,0.054,13.733,1.831,7.324
1.001,-0.356,0.054,14.587,2.502,7.935
1.004,-0.349,0.058,15.381,2.93,7.874
1.005,-0.357,0.058,14.648,3.601,7.996
0.983,-0.355,0.057,12.939,3.601,9.155
0.947,-0.319,0.054,12.329,2.991,11.23
0.922,-0.277,0.08,12.146,0.671,12.695
0.93,-0.268,0.116,10.437,-0.916,12.39
0.919,-0.281,0.119,8.057,-0.244,10.193
0.928,-0.296,0.107,6.104,1.465,7.812
0.907,-0.313,0.105,4.456,1.465,6.714
0.91,-0.325,0.105,2.747,0.366,7.141
0.908,-0.331,0.104,1.221,-0.244,7.263
0.911,-0.333,0.09,1.038,0.305,6.47
0.915,-0.347,0.085,2.197,0.916,5.066
0.912,-0.361,0.086,3.113,0.122,4.456
0.922,-0.375,0.089,2.258,-0.732,4.944
0.913,-0.376,0.08,0.671,-1.282,6.104
0.917,-0.374,0.063,-0.244,-1.099,6.104
0.924,-0.362,0.054,0.305,0.366,4.211
0.933,-0.357,0.045,2.686,3.296,1.892
0.928,-0.361,0.027,4.883,6.226,0.488
0.922,-0.362,0.006,5.066,6.592,0.244
0.92,-0.356,0,4.822,4.639,1.038
0.927,-0.354,0.002,4.517,1.831,2.197
0.932,-0.356,0.003,3.601,-0.244,2.869
0.933,-0.358,0.001,2.991,-1.099,3.174
0.936,-0.351,-0.009,2.93,-1.282,3.54
0.939,-0.349,-0.021,3.174,-1.16,4.272
0.935,-0.352,-0.029,3.479,-1.465,5.066
0.924,-0.351,-0.028,3.479,-2.563,5.432
0.914,-0.34,-0.022,3.601,-4.272,5.127
0.931,-0.343,-0.031,4.639,-5.92,4.456
0.946,-0.345,-0.026,5.31,-7.019,3.723
0.948,-0.341,-0.009,5.615,-7.751,4.028
0.947,-0.341,-0.003,5.737,-8.118,4.456
0.943,-0.336,0.007,5.371,-8.484,5.066
0.938,-0.32,0.023,5.188,-8.423,5.127
0.946,-0.32,0.039,5.371,-7.202,3.906
0.951,-0.325,0.051,5.859,-4.822,2.747
0.948,-0.326,0.059,5.859,-2.869,2.319
0.941,-0.327,0.059,5.188,-2.014,2.502
0.933,-0.332,0.065,3.967,-1.831,3.174
0.939,-0.337,0.057,3.296,-1.831,2.991
0.943,-0.344,0.048,4.211,-1.404,1.587
0.943,-0.347,0.047,5.859,-0.305,0.977
0.934,-0.327,0.047,6.287,0.305,0.366
0.938,-0.337,0.035,6.531,1.709,0.854
0.927,-0.327,0.019,6.348,2.38,0.671
0.921,-0.321,0.014,6.47,2.197,0.305
0.922,-0.331,0.012,6.042,1.221,0.061
0.929,-0.349,0.002,5.249,0.793,-0.183
0.932,-0.352,-0.007,5.249,0.122,0.427
0.933,-0.352,-0.01,5.371,-1.221,1.77
0.932,-0.35,-0.004,5.371,-2.502,2.869
0.934,-0.345,-0.004,5.249,-3.418,2.625
0.94,-0.345,-0.003,5.676,-3.662,1.709
0.944,-0.345,0.006,6.226,-4.333,1.465
0.951,-0.34,0.018,6.348,-5.127,1.953
0.958,-0.328,0.026,6.348,-5.31,2.686
0.951,-0.319,0.031,6.165,-4.395,2.93
0.945,-0.312,0.038,6.165,-3.479,2.38
0.932,-0.299,0.046,6.409,-3.418,2.258
0.932,-0.293,0.047,6.226,-3.906,1.404
0.942,-0.306,0.054,5.371,-4.15,0.061
0.948,-0.314,0.059,4.883,-3.967,0
0.95,-0.321,0.063,4.517,-4.089,0.488
0.955,-0.333,0.068,4.028,-4.272,1.099
0.959,-0.333,0.06,4.089,-4.15,0.671
0.96,-0.334,0.057,4.639,-3.235,0.244
0.954,-0.334,0.059,5.005,-2.258,0
0.951,-0.335,0.062,5.127,-2.075,0.366
0.953,-0.327,0.066,4.883,-2.197,1.709
0.942,-0.321,0.058,4.272,-2.258,2.563
0.937,-0.322,0.055,3.662,-2.197,1.526
0.929,-0.319,0.057,3.784,-2.075,1.038
0.921,-0.314,0.063,3.906,-2.075,1.282
0.914,-0.308,0.051,3.601,-2.075,1.099
0.917,-0.322,0.036,3.296,-2.258,-0.305
0.917,-0.321,0.042,3.357,-3.235,-0.732
0.914,-0.316,0.055,3.357,-4.7,-0.549
0.914,-0.308,0.069,3.113,-5.859,-0.244
0.92,-0.307,0.082,2.808,-6.348,-0.183
0.931,-0.317,0.093,2.563,-6.287,0.183
0.933,-0.324,0.093,1.648,-5.676,0.061
0.93,-0.325,0.091,0.61,-4.639,-0.732
0.938,-0.331,0.093,0.061,-3.601,-1.099
0.948,-0.338,0.094,-0.061,-2.502,-0.732
0.947,-0.348,0.086,-0.61,-1.648,0.122
0.942,-0.356,0.072,-0.305,-0.916,0.61
,,,,,
1.117,-1.35,-0.629,-127.563,26.245,-59.875
1.206,-1.409,-0.757,-109.558,30.64,-55.054
1.101,-1.263,-0.851,-90.82,37.354,-44.922
1.033,-1.057,-0.93,-68.237,39.49,-33.691
1.043,-0.993,-0.975,-56.274,31.921,-28.748
1.005,-0.87,-0.984,-56.091,18.555,-20.752
0.954,-0.699,-0.942,-52.734,3.54,-11.536
1.005,-0.628,-0.817,-44.739,-8.606,-8.606
1.088,-0.605,-0.724,-39.551,-12.451,-7.141
1.121,-0.572,-0.71,-35.339,-7.324,-5.31
1.094,-0.523,-0.699,-27.222,-0.488,-4.761
1.029,-0.428,-0.688,-16.174,6.104,-4.089
0.963,-0.326,-0.664,-5.493,8.728,-2.869
0.92,-0.251,-0.606,0.366,5.005,-2.808
0.87,-0.162,-0.491,3.357,-1.709,-2.808
0.89,-0.13,-0.371,6.958,-8.301,-3.723
0.949,-0.17,-0.272,6.836,-12.939,-6.897
1.003,-0.226,-0.194,4.639,-13.123,-9.521
1.068,-0.262,-0.121,4.944,-11.658,-10.01
1.113,-0.278,-0.063,5.92,-10.376,-7.935
1.129,-0.279,-0.018,5.676,-8.484,-6.165
1.13,-0.266,0.019,6.287,-5.005,-5.371
1.141,-0.257,0.038,8.667,-1.282,-5.249
1.16,-0.262,0.035,9.644,2.38,-5.005
1.158,-0.266,0.026,9.583,6.165,-4.272
1.136,-0.263,0.016,10.864,9.827,-3.052
1.132,-0.268,0.017,12.451,11.841,-1.709
1.13,-0.281,0.007,11.292,12.024,0
1.117,-0.285,-0.003,9.583,11.353,1.709
1.082,-0.253,-0.007,10.437,11.108,3.662
1.044,-0.219,0.017,12.085,10.62,5.432
1.032,-0.225,0.027,11.719,9.827,6.348
1.025,-0.25,0.018,9.46,8.667,6.226
1.016,-0.247,0.022,8.179,7.141,5.432
1.011,-0.244,0.028,8.606,5.92,5.127
1.02,-0.261,0.036,7.324,4.578,5.31
1.018,-0.279,0.03,4.883,3.052,6.958
1.017,-0.297,0.017,2.808,0.183,8.972
1.021,-0.294,0.009,2.014,-2.441,10.254
1.011,-0.285,0.017,2.502,-3.418,10.803
1.001,-0.293,0.022,2.991,-3.418,10.071
0.998,-0.292,0.037,3.357,-3.784,10.132
0.982,-0.262,0.062,4.517,-4.456,11.169
0.975,-0.249,0.071,5.127,-4.333,11.78
0.976,-0.254,0.076,4.211,-4.883,12.329
0.973,-0.244,0.079,2.869,-5.859,13.306
0.974,-0.227,0.078,2.563,-6.348,13.55
0.974,-0.236,0.075,1.831,-6.104,12.024
0.969,-0.242,0.068,0.793,-5.066,10.681
0.974,-0.259,0.048,0.122,-3.784,9.949
0.964,-0.254,0.028,-0.366,-3.357,10.437
0.954,-0.238,0.024,-0.366,-4.272,11.353
0.95,-0.226,0.025,-0.671,-5.493,11.658
0.927,-0.203,0.028,-1.16,-5.92,11.658
0.916,-0.191,0.029,-1.16,-5.493,10.925
0.921,-0.2,0.027,-1.404,-5.615,9.094
0.924,-0.209,0.026,-1.892,-5.981,7.568
0.933,-0.212,0.03,-1.648,-5.31,6.653
0.94,-0.216,0.027,-1.099,-3.784,6.226
0.933,-0.217,0.01,-1.282,-2.197,6.348
0.927,-0.224,-0.006,-1.465,-1.465,6.042
0.925,-0.225,-0.017,-1.526,-1.343,5.554
0.918,-0.223,-0.027,-1.16,-1.343,5.188
0.913,-0.217,-0.035,-0.244,-1.892,5.127
0.916,-0.219,-0.032,0,-2.686,5.371
0.912,-0.219,-0.03,-0.549,-3.662,6.042
0.919,-0.219,-0.016,-1.038,-4.883,6.897
0.928,-0.222,0.008,-1.709,-5.615,7.812
0.938,-0.219,0.019,-1.587,-4.272,8.118
0.943,-0.22,0.02,-0.854,-1.77,7.324
0.956,-0.226,0.021,-0.427,0,6.104
0.962,-0.23,0.019,-0.366,1.221,5.432
0.949,-0.213,0.016,0.61,3.113,5.127
0.944,-0.196,0.017,2.441,4.578,3.662
0.946,-0.202,0.014,2.441,4.883,2.441
0.941,-0.195,0.006,1.343,4.456,2.93
0.931,-0.185,0.004,0.732,3.174,3.418
0.944,-0.199,0.005,0.61,1.709,2.93
0.962,-0.213,0.007,0.244,0.61,2.93
0.969,-0.222,-0.003,0.427,0.427,3.479
0.979,-0.228,-0.008,1.709,0.977,3.052
0.982,-0.227,-0.013,3.357,1.465,2.991
0.966,-0.203,-0.001,4.211,0.916,3.052
0.944,-0.165,0.015,4.028,-0.183,2.747
0.931,-0.149,0.033,3.357,-1.16,2.136
0.939,-0.154,0.038,2.136,-2.014,1.709
0.942,-0.165,0.035,0.183,-2.258,1.221
0.951,-0.18,0.027,-0.854,-2.197,0.427
0.973,-0.203,0.019,-0.977,-2.197,-0.122
0.984,-0.217,0.011,-0.732,-1.831,0.061
0.988,-0.217,0.008,-0.305,-1.404,0.366
0.994,-0.221,0.006,0.854,-1.099,0.488
0.998,-0.214,0.008,1.465,-0.793,0.671
0.984,-0.187,0.007,2.38,-0.61,1.404
0.978,-0.185,0.007,2.686,-0.671,1.099
0.98,-0.196,0,2.502,-0.732,0.488
0.982,-0.2,0.006,2.808,-1.099,0
0.983,-0.189,0.016,2.991,-1.221,-0.305
0.975,-0.192,0.023,2.441,-0.916,-0.854
0.969,-0.189,0.027,2.014,-0.366,-1.221
0.97,-0.193,0.028,2.258,-0.122,-1.282
0.967,-0.193,0.033,2.014,-0.366,-1.282
0.967,-0.202,0.035,2.075,-0.671,-1.221
0.966,-0.204,0.031,1.77,-0.244,-1.221
0.953,-0.191,0.028,2.014,0.305,-0.916
0.944,-0.186,0.027,2.563,0.977,-1.282
0.943,-0.182,0.025,2.93,1.16,-1.343
0.937,-0.178,0.026,2.747,1.099,-1.038
0.928,-0.174,0.029,2.502,0.916,-1.404
0.921,-0.169,0.032,2.563,0.305,-1.831
0.931,-0.182,0.031,2.136,-0.671,-2.93
0.95,-0.209,0.02,0.793,-1.038,-3.662
0.964,-0.225,0.001,-0.366,-1.343,-3.784
0.979,-0.237,-0.013,-0.305,-1.526,-3.723
0.99,-0.234,-0.01,0.488,-1.709,-3.235
0.992,-0.228,-0.008,0.977,-1.343,-2.563
0.997,-0.229,-0.006,1.038,-1.16,-2.258
0.997,-0.228,-0.008,0.61,-1.038,-1.831
0.983,-0.216,-0.001,1.099,-1.221,-1.282
,,,,,
1.115,-0.995,-0.517,-81.97,35.095,-33.691
1.014,-0.833,-0.574,-58.594,42.664,-27.283
0.935,-0.695,-0.649,-37.354,48.096,-24.719
0.892,-0.649,-0.739,-30.457,43.274,-25.513
0.852,-0.64,-0.79,-30.09,28.198,-22.888
0.895,-0.624,-0.791,-28.381,9.521,-17.029
0.956,-0.595,-0.721,-26.611,-5.798,-10.925
1.009,-0.544,-0.658,-22.217,-12.024,-7.751
1.057,-0.53,-0.631,-15.747,-10.986,-7.568
1.048,-0.516,-0.628,-10.01,-9.521,-5.432
0.98,-0.436,-0.589,-3.174,-11.597,-0.854
0.936,-0.349,-0.533,5.31,-14.771,2.563
0.932,-0.294,-0.469,11.047,-18.25,3.052
0.956,-0.271,-0.392,14.099,-20.996,3.906
0.956,-0.204,-0.254,16.235,-23.987,4.578
0.989,-0.143,-0.125,17.639,-25.513,2.991
1.03,-0.116,-0.04,16.541,-23.804,-0.183
1.045,-0.116,-0.006,14.282,-18.311,-1.16
1.072,-0.137,0.006,12.268,-14.16,-1.648
1.097,-0.164,0.016,10.62,-13.733,-1.892
1.145,-0.188,0.035,7.629,-14.587,-0.427
1.179,-0.224,0.037,5.066,-15.259,0.244
1.209,-0.244,0.039,4.578,-13.245,2.014
1.218,-0.232,0.034,5.615,-9.216,2.075
1.233,-0.26,0.012,5.981,-3.662,0.488
1.195,-0.245,-0.013,6.226,-0.366,-0.366
1.19,-0.229,-0.02,7.019,1.221,0.732
1.184,-0.237,-0.007,6.958,-0.427,1.099
1.179,-0.24,0.009,6.165,-1.221,3.235
1.151,-0.221,0.029,6.897,-1.038,4.578
1.165,-0.232,0.046,8.24,0.488,4.272
1.161,-0.252,0.045,7.629,1.709,4.7
1.153,-0.268,0.04,5.798,2.686,6.592
1.128,-0.276,0.039,5.493,3.113,8.057
1.11,-0.275,0.036,6.836,4.7,7.812
1.083,-0.258,0.029,9.216,6.958,7.812
1.043,-0.247,0.029,10.315,7.996,8.057
1.002,-0.239,0.039,10.62,6.958,8.057
0.974,-0.228,0.063,10.742,5.188,7.751
0.942,-0.202,0.097,10.437,4.333,6.775
0.928,-0.192,0.113,9.827,4.211,5.493
0.921,-0.205,0.123,7.019,3.113,4.456
0.913,-0.21,0.126,3.113,1.648,4.395
0.898,-0.201,0.133,0.427,0.854,4.089
0.896,-0.203,0.125,-1.221,1.343,2.686
0.908,-0.22,0.107,-2.136,2.686,1.465
0.905,-0.233,0.089,-2.563,3.906,1.038
0.902,-0.243,0.076,-1.77,3.662,0.854
0.914,-0.256,0.062,-1.343,2.869,1.648
0.917,-0.258,0.046,-1.526,1.831,2.869
0.912,-0.259,0.039,-1.587,1.038,3.235
0.909,-0.258,0.033,-0.732,0.305,2.625
0.91,-0.258,0.019,0.244,-0.122,0.366
0.915,-0.263,0.006,1.16,-0.488,-0.977
0.911,-0.244,0.014,2.014,-1.587,-1.709
0.914,-0.233,0.032,3.113,-1.648,-1.831
0.914,-0.217,0.043,2.625,-0.854,-1.831
0.917,-0.221,0.037,1.465,0.061,-1.709
0.92,-0.237,0.03,0.183,0.793,-1.16
0.926,-0.251,0.019,-0.732,0.916,-0.793
0.924,-0.248,0.01,0.183,1.587,-0.305
0.929,-0.241,0.01,1.526,1.77,-0.427
0.932,-0.243,0.008,1.953,2.38,-1.16
0.936,-0.253,0,1.709,2.747,-2.136
0.943,-0.257,-0.008,1.465,2.686,-2.441
0.954,-0.256,-0.015,1.77,2.38,-2.991
0.966,-0.27,-0.019,1.282,2.136,-4.089
0.974,-0.27,-0.029,0.671,1.343,-4.517
0.976,-0.276,-0.025,0.732,0.671,-3.54
0.966,-0.258,-0.006,0.793,-0.122,-2.441
0.973,-0.239,0.002,2.075,0.061,-1.709
0.985,-0.245,0.005,2.808,0.427,-2.319
0.996,-0.252,0.006,3.113,0.366,-2.563
1.006,-0.257,0.009,2.808,-0.244,-2.136
1.008,-0.264,0.018,2.075,-0.854,-1.221
0.987,-0.26,0.028,1.465,-1.282,-0.061
0.954,-0.227,0.032,2.014,-0.916,0.61
0.938,-0.203,0.047,3.906,0,0.305
0.946,-0.209,0.058,4.211,0.122,-0.916
0.96,-0.226,0.065,2.747,-1.343,-1.831
0.977,-0.241,0.077,1.465,-2.197,-2.563
0.994,-0.252,0.08,0.427,-1.343,-2.808
0.998,-0.257,0.082,0.427,0.732,-2.869
0.993,-0.242,0.079,0.854,2.014,-3.052
0.997,-0.248,0.083,1.526,2.625,-2.625
0.995,-0.244,0.083,1.282,2.808,-2.625
0.995,-0.253,0.08,0.671,2.625,-2.747
0.993,-0.258,0.08,-0.305,2.075,-1.953
0.984,-0.247,0.075,-1.343,1.953,-0.793
0.969,-0.234,0.073,-1.648,1.77,0
0.958,-0.229,0.07,-2.075,1.953,-0.916
0.954,-0.234,0.065,-2.869,2.258,-1.892
0.958,-0.245,0.051,-3.845,1.953,-1.831
0.962,-0.261,0.038,-4.883,1.831,-1.282
0.962,-0.265,0.024,-4.883,1.526,-0.916
0.958,-0.266,0.012,-3.662,1.526,-0.793
0.959,-0.268,-0.003,-2.075,1.709,-1.099
0.959,-0.271,-0.013,-0.366,1.587,-1.526
0.953,-0.269,-0.013,1.282,0.793,-1.953
0.943,-0.249,0.002,2.197,-0.366,-1.953
0.944,-0.236,0.024,1.892,-1.892,-1.831
0.951,-0.238,0.034,0.244,-2.991,-2.197
0.94,-0.235,0.042,-0.916,-3.296,-2.258
0.948,-0.24,0.048,-1.282,-2.563,-2.197
0.962,-0.257,0.04,-2.136,-1.953,-2.075
0.966,-0.27,0.032,-2.563,-1.16,-2.319
0.967,-0.269,0.03,-1.77,0.366,-3.174
0.966,-0.273,0.029,-0.427,1.77,-2.808
0.948,-0.259,0.033,0.061,1.953,-1.587
0.934,-0.248,0.038,-0.427,1.282,-0.916
0.933,-0.242,0.044,-0.427,0.488,-1.16
0.928,-0.242,0.042,-1.099,1.221,-1.648
0.927,-0.245,0.037,-1.648,1.953,-2.014
0.931,-0.254,0.026,-2.075,1.831,-2.136
0.935,-0.271,0.012,-2.563,0.671,-2.197
0.942,-0.278,0.005,-1.831,-0.732,-2.686
0.946,-0.277,0.006,-1.038,-0.916,-2.441
0.946,-0.277,0.008,-0.671,-0.916,-1.831
0.947,-0.276,0.007,-0.793,-1.465,-1.404
,,,,,
0.987,-0.698,-0.771,-18.86,25.33,2.197
0.928,-0.567,-0.766,-8.667,27.222,6.348
0.941,-0.51,-0.757,1.099,26.733,6.592
0.988,-0.475,-0.739,6.653,23.254,7.812
1.006,-0.397,-0.734,11.047,16.724,11.902
1.033,-0.327,-0.698,14.343,8.423,14.465
1.036,-0.238,-0.619,17.395,0.549,15.381
1.025,-0.154,-0.517,19.836,-4.272,15.137
1.023,-0.103,-0.387,20.569,-6.592,13.855
1.026,-0.068,-0.268,21.606,-4.089,11.292
1.061,-0.048,-0.2,24.048,1.587,9.155
1.088,-0.039,-0.168,25.513,8.179,7.935
1.073,-0.016,-0.145,25.269,12.329,7.263
1.077,0.014,-0.142,26.245,14.404,6.836
1.1,-0.001,-0.15,26.489,14.587,5.066
1.111,-0.021,-0.142,26.306,12.329,4.333
1.095,0.005,-0.112,28.015,7.263,5.127
1.11,0.046,-0.16,30.518,0.732,5.737
1.099,0.031,-0.109,28.87,-1.526,2.747
1.109,0.057,-0.08,28.564,-3.113,0.671
1.119,0.037,-0.016,26.55,-5.493,-1.77
1.155,0.007,0,21.973,-7.568,-3.723
1.185,-0.027,0.05,16.663,-6.592,-6.165
1.224,-0.057,0.087,13.489,-5.31,-8.057
1.253,-0.072,0.104,9.399,-3.906,-7.446
1.234,-0.059,0.101,6.775,-2.014,-6.47
1.207,-0.046,0.098,6.226,-1.343,-6.165
1.208,-0.081,0.1,5.249,-2.991,-6.47
1.219,-0.119,0.101,2.258,-4.944,-5.005
1.216,-0.15,0.102,-0.183,-5.554,-3.113
1.22,-0.184,0.081,-1.038,-4.272,-1.343
1.235,-0.227,0.043,-1.221,-1.709,0.854
1.214,-0.254,0.01,-0.549,0.732,4.15
1.17,-0.241,-0.013,0.854,2.93,7.568
1.12,-0.224,-0.026,2.38,3.845,10.01
1.075,-0.213,-0.031,3.296,3.662,10.925
1.024,-0.202,-0.031,3.723,3.357,10.742
0.969,-0.173,-0.033,4.822,2.075,11.169
0.931,-0.162,-0.024,5.615,-0.183,10.315
0.908,-0.155,-0.012,5.249,-2.686,8.484
0.888,-0.148,0,4.15,-5.127,7.141
0.889,-0.163,0.006,2.258,-7.751,5.676
0.914,-0.183,0.013,0.488,-10.193,4.822
0.915,-0.174,0.02,-0.488,-10.925,5.676
0.919,-0.172,0.023,-0.366,-9.705,5.31
0.932,-0.187,0.031,-0.122,-8.484,4.456
0.939,-0.203,0.023,-1.16,-8.301,4.578
0.945,-0.224,-0.006,-0.793,-7.263,4.517
0.955,-0.226,-0.022,1.953,-5.066,3.723
0.954,-0.209,-0.028,4.517,-2.808,3.235
0.946,-0.2,-0.032,5.676,-1.526,3.418
0.939,-0.194,-0.032,5.127,-1.587,4.456
0.919,-0.178,-0.021,4.211,-2.563,5.676
0.891,-0.151,-0.007,4.272,-3.052,5.676
0.868,-0.117,0.006,5.432,-1.831,4.761
0.864,-0.108,0.013,5.676,-0.366,2.808
0.875,-0.129,0.009,3.845,-0.122,1.465
0.888,-0.147,-0.004,1.16,-0.671,1.892
0.895,-0.165,-0.008,-0.671,-1.282,2.38
0.903,-0.177,-0.016,-1.038,-1.709,1.709
0.921,-0.195,-0.022,-1.099,-1.648,1.038
0.933,-0.199,-0.03,-1.16,-1.343,1.16
0.94,-0.195,-0.042,-0.671,-0.732,1.465
0.931,-0.201,-0.05,-0.488,-0.488,1.038
0.903,-0.188,-0.044,0.916,-1.038,0.305
0.888,-0.165,-0.036,4.15,-1.282,0.427
0.88,-0.145,-0.007,6.165,-1.831,-0.61
0.886,-0.14,0.007,6.531,-2.136,-2.075
0.904,-0.148,0.02,5.737,-2.258,-3.052
0.928,-0.157,0.031,4.7,-2.991,-3.967
0.958,-0.166,0.042,3.357,-3.845,-4.272
0.974,-0.175,0.047,1.526,-3.296,-4.578
0.992,-0.178,0.038,0.793,-2.319,-4.944
1.008,-0.192,0.031,0.488,-1.648,-5.31
1.008,-0.182,0.037,0.366,-1.221,-4.578
0.997,-0.166,0.049,1.099,-0.488,-4.089
1.001,-0.158,0.058,1.099,-0.305,-4.089
1,-0.169,0.051,-0.122,0.183,-3.601
1.008,-0.184,0.038,-0.305,0.61,-3.601
1.016,-0.182,0.022,0.183,1.465,-2.808
1.016,-0.17,0.01,-0.366,1.526,-2.502
1.021,-0.183,0.005,-1.587,0.732,-2.747
1.028,-0.186,0.002,-2.014,-0.549,-2.319
1.029,-0.182,0.008,-1.465,-1.465,-2.319
1.032,-0.172,0.015,-0.183,-1.587,-3.052
1.043,-0.174,0.015,0.366,-1.465,-3.601
1.04,-0.177,0.008,-0.061,-1.648,-3.418
1.036,-0.175,0.001,-0.122,-1.953,-2.93
1.04,-0.181,0.003,-0.671,-2.747,-2.563
1.04,-0.176,0.01,-1.16,-3.357,-1.587
1.042,-0.179,0.015,-1.526,-3.174,-0.488
1.043,-0.191,0.01,-1.465,-2.136,0.183
1.048,-0.2,0.005,-0.916,-0.854,0.854
1.039,-0.2,-0.001,-0.305,0.488,2.014
1.036,-0.198,-0.015,0.671,1.953,3.296
1.028,-0.205,-0.024,1.526,2.991,3.967
1.011,-0.207,-0.04,2.991,3.906,3.967
1.001,-0.198,-0.038,4.517,3.479,4.517
0.978,-0.182,-0.031,4.7,2.014,5.432
0.943,-0.15,-0.009,4.7,0.671,5.737
0.939,-0.138,0.011,4.822,-0.061,4.639
0.941,-0.156,0.008,3.052,-0.122,2.93
0.929,-0.166,0,1.465,0.122,2.075
0.928,-0.173,-0.005,1.587,0,1.16
0.939,-0.191,-0.016,1.343,-0.732,0.427
0.944,-0.203,-0.027,1.16,-1.587,1.038
0.935,-0.201,-0.031,1.587,-2.258,1.77
0.939,-0.194,-0.023,3.296,-3.418,2.258
0.943,-0.195,-0.009,4.089,-4.211,2.93
0.929,-0.176,0.003,4.578,-3.418,3.54
0.923,-0.162,0.017,5.676,-1.709,3.113
0.927,-0.171,0.017,6.409,0,1.77
0.928,-0.176,0.008,5.615,0.977,1.587
0.93,-0.181,0,4.944,0.916,1.892
0.929,-0.18,-0.003,5.066,1.16,1.099
0.936,-0.186,-0.015,5.249,1.221,0.183
0.937,-0.196,-0.02,5.249,0.854,-0.854
0.928,-0.166,-0.021,6.47,0.488,-1.343
0.922,-0.153,-0.005,7.69,0.732,-1.953
,,,,,
1.241,-1.459,-0.542,-102.783,27.283,-37.17
1.362,-1.468,-0.698,-98.816,27.466,-40.588
1.434,-1.502,-0.862,-92.285,30.945,-41.138
1.397,-1.439,-1.036,-79.285,34.851,-31.067
1.28,-1.262,-1.147,-62.073,30.518,-13.672
1.135,-1.047,-1.156,-44.312,16.968,1.282
1.02,-0.829,-1.076,-26.428,2.869,11.108
0.946,-0.642,-0.964,-8.423,-3.845,14.16
0.893,-0.494,-0.83,6.775,-5.493,13.062
0.859,-0.339,-0.697,17.7,-6.47,11.475
0.857,-0.22,-0.561,22.095,-10.01,9.644
0.871,-0.142,-0.455,19.531,-14.526,7.324
0.891,-0.119,-0.382,14.648,-18.127,4.822
0.918,-0.104,-0.34,10.925,-20.325,1.709
0.939,-0.097,-0.309,10.01,-20.508,-0.549
0.968,-0.12,-0.28,9.583,-19.348,-3.235
1.003,-0.147,-0.245,9.827,-18.677,-5.432
1.024,-0.182,-0.188,10.132,-20.264,-6.531
1.072,-0.2,-0.151,10.071,-22.217,-6.409
1.083,-0.213,-0.105,8.789,-23.01,-5.493
1.098,-0.215,-0.068,7.874,-22.339,-4.333
1.137,-0.233,-0.011,8.179,-21.423,-3.54
1.152,-0.238,0.054,8.545,-19.287,-2.747
1.165,-0.23,0.085,10.254,-13.123,-2.258
1.156,-0.213,0.107,13.062,-5.066,-3.601
1.139,-0.199,0.124,14.954,1.587,-4.761
1.113,-0.176,0.134,14.709,5.92,-4.395
1.093,-0.163,0.146,12.878,8.362,-3.784
1.084,-0.157,0.158,9.888,9.583,-2.869
1.078,-0.163,0.153,6.348,11.047,-1.282
1.057,-0.15,0.134,4.333,12.329,0.366
1.046,-0.146,0.122,3.418,13.855,1.16
1.044,-0.158,0.114,1.648,14.16,1.038
1.038,-0.172,0.112,-1.221,13.367,1.16
1.026,-0.187,0.089,-3.906,12.329,0.854
1.02,-0.207,0.068,-4.517,11.353,0.305
1.023,-0.228,0.054,-4.211,9.399,0.488
1.027,-0.246,0.048,-4.15,7.568,1.465
1.024,-0.255,0.045,-3.662,5.798,2.93
1.02,-0.259,0.033,-2.93,4.7,3.418
1.005,-0.261,0.024,-1.892,4.761,3.174
0.991,-0.261,0.01,-0.366,5.127,3.235
0.972,-0.247,0.003,1.831,5.554,3.235
0.957,-0.23,0.009,3.479,3.967,2.808
0.949,-0.214,0.025,3.54,0.244,2.686
0.951,-0.213,0.048,2.319,-3.296,3.113
0.958,-0.204,0.062,0.977,-5.676,3.723
0.96,-0.202,0.07,0.183,-5.981,3.54
0.965,-0.204,0.072,0.061,-4.883,2.258
0.972,-0.206,0.078,0.305,-4.089,1.343
0.973,-0.2,0.087,0.183,-3.418,1.404
0.98,-0.2,0.088,-0.977,-3.479,1.404
0.983,-0.206,0.081,-2.93,-3.113,1.465
0.978,-0.204,0.071,-4.15,-2.258,2.136
0.98,-0.201,0.059,-4.456,-1.343,2.686
0.977,-0.204,0.041,-4.517,-0.427,2.869
0.953,-0.198,0.022,-3.845,-0.183,3.601
0.931,-0.179,0.012,-1.892,-0.793,3.784
0.926,-0.181,0.017,-0.61,-1.831,3.54
0.932,-0.189,0.016,0.183,-1.831,2.808
0.934,-0.191,0.009,1.648,-0.61,2.014
