aX,aY,aZ,gX,gY,gZ
0.975,-0.172,0.023,-12.573,10.742,-1.77
0.997,-0.188,0.016,-12.207,8.118,-1.648
1.007,-0.2,0.013,-11.841,6.348,-1.526
1.021,-0.21,0.012,-11.047,5.31,-0.916
1.036,-0.216,0.015,-10.437,5.005,0
1.038,-0.223,0.015,-10.315,5.31,0.671
1.028,-0.226,0.011,-9.583,6.348,0.61
1.022,-0.224,0.011,-8.362,7.324,0.793
1.012,-0.23,0.017,-7.202,6.287,1.77
1.006,-0.222,0.031,-6.897,3.784,2.808
0.989,-0.215,0.039,-7.324,0.916,4.089
1.012,-0.208,0.047,-7.996,-0.671,5.31
0.988,-0.205,0.071,-8.545,-2.014,6.104
0.999,-0.187,0.073,-9.094,-2.075,6.714
0.993,-0.177,0.078,-9.155,-1.526,6.958
0.979,-0.163,0.077,-9.216,-0.671,7.385
0.96,-0.148,0.072,-9.827,1.16,6.836
0.95,-0.139,0.064,-9.46,3.174,5.432
0.946,-0.136,0.06,-8.728,4.944,3.357
0.952,-0.137,0.062,-8.24,6.653,0.732
0.953,-0.135,0.054,-7.568,8.423,-1.465
0.958,-0.13,0.039,-7.202,11.353,-2.686
0.949,-0.125,0.024,-7.019,14.709,-3.662
0.946,-0.124,-0.004,-6.226,16.907,-4.822
0.946,-0.131,-0.029,-5.737,16.968,-5.493
0.947,-0.15,-0.052,-5.554,14.893,-5.92
0.948,-0.158,-0.071,-3.662,12.207,-6.042
0.952,-0.16,-0.081,-0.61,9.46,-5.493
0.961,-0.165,-0.075,2.136,6.531,-4.761
0.973,-0.168,-0.061,3.784,2.93,-3.906
0.979,-0.167,-0.046,4.578,-0.671,-2.136
0.983,-0.167,-0.031,4.578,-3.235,-0.305
0.989,-0.168,-0.015,4.639,-4.822,0.977
1,-0.172,0.002,4.822,-5.737,1.099
1.01,-0.175,0.013,5.005,-5.31,1.16
1.011,-0.175,0.018,4.883,-4.15,1.221
1.01,-0.174,0.023,4.883,-3.357,1.099
1.012,-0.18,0.023,4.883,-2.686,0.488
1.017,-0.183,0.023,5.005,-2.075,0.244
1.015,-0.185,0.023,5.188,-2.014,0.61
1.014,-0.19,0.023,5.493,-2.136,0.854
1.014,-0.191,0.03,5.554,-2.502,1.343
1.012,-0.189,0.035,5.554,-3.113,1.953
1.005,-0.183,0.037,5.371,-3.418,2.625
1.001,-0.182,0.041,5.432,-3.357,3.052
0.998,-0.183,0.045,5.615,-3.357,3.357
0.99,-0.182,0.047,5.92,-3.174,3.601
0.981,-0.177,0.048,6.226,-3.052,3.906
0.987,-0.176,0.062,6.775,-3.235,4.333
0.99,-0.169,0.075,6.653,-2.991,4.7
0.984,-0.164,0.08,6.47,-2.075,4.272
0.974,-0.156,0.079,6.226,-0.305,3.723
0.96,-0.142,0.074,6.226,1.648,3.113
0.952,-0.136,0.074,6.104,2.319,2.502
0.951,-0.141,0.076,5.615,1.648,1.892
0.953,-0.146,0.075,4.7,0.305,1.465
0.948,-0.141,0.072,3.845,-0.427,1.404
0.94,-0.127,0.067,3.296,-0.916,1.404
0.936,-0.126,0.069,2.93,-1.221,0.977
0.945,-0.141,0.071,2.563,-1.465,-0.183
0.953,-0.142,0.063,2.93,-1.038,-1.16
0.953,-0.142,0.057,2.93,-0.305,-1.465
0.953,-0.146,0.056,2.686,0.183,-1.587
0.96,-0.153,0.054,2.686,0.244,-1.953
0.964,-0.163,0.048,2.686,0.854,-2.869
0.967,-0.162,0.042,3.479,1.465,-3.662
0.977,-0.173,0.045,4.211,1.709,-3.967
0.992,-0.181,0.048,3.967,2.075,-3.601
0.991,-0.18,0.044,3.967,2.563,-2.441
0.981,-0.17,0.041,3.845,2.808,-1.526
0.975,-0.163,0.035,3.052,2.197,-0.977
0.982,-0.178,0.04,2.38,1.587,-0.793
0.991,-0.184,0.038,1.77,0.732,-0.977
0.99,-0.184,0.028,1.587,0,-1.282
0.981,-0.178,0.023,1.709,-0.305,-1.221
0.974,-0.16,0.016,1.77,-0.61,-0.671
0.967,-0.151,0.018,2.319,-1.221,-0.671
0.973,-0.157,0.026,2.258,-1.648,-0.671
0.973,-0.163,0.033,2.014,-1.648,-0.427
0.967,-0.161,0.029,2.502,-1.465,-1.038
0.959,-0.152,0.028,3.784,-1.16,-1.77
0.954,-0.142,0.028,4.15,-1.16,-2.38
0.954,-0.14,0.032,3.967,-1.587,-2.869
,,,,,
1.123,-1.404,-0.675,-166.565,74.768,-65.186
1.214,-1.521,-0.824,-165.039,40.161,-37.476
1.292,-1.547,-0.901,-156.25,3.418,-11.658
1.336,-1.473,-0.9,-140.076,-23.926,6.531
1.348,-1.364,-0.865,-118.042,-33.997,12.878
1.324,-1.244,-0.822,-91.919,-25.635,9.521
1.245,-1.095,-0.793,-64.697,-6.775,3.174
1.128,-0.928,-0.764,-38.818,10.254,-0.977
1.018,-0.752,-0.716,-17.822,17.456,-1.038
0.923,-0.585,-0.635,-4.517,13,2.808
0.831,-0.41,-0.533,2.747,2.625,8.85
0.764,-0.243,-0.429,6.287,-8.118,13.245
0.736,-0.119,-0.326,6.348,-16.968,13.367
0.743,-0.045,-0.228,3.662,-21.667,10.071
0.775,-0.013,-0.149,-0.305,-22.095,4.883
0.823,0,-0.096,-4.028,-18.982,-0.061
0.866,-0.01,-0.074,-7.507,-13.367,-3.54
0.901,-0.036,-0.064,-10.437,-7.874,-5.676
0.933,-0.062,-0.065,-12.939,-4.272,-7.019
0.965,-0.081,-0.067,-14.343,-2.441,-8.057
0.998,-0.107,-0.058,-14.404,-0.671,-8.972
1.026,-0.126,-0.055,-13.794,3.052,-10.376
1.043,-0.14,-0.06,-12.695,7.751,-12.085
1.051,-0.151,-0.067,-12.085,12.024,-13.672
1.068,-0.16,-0.081,-12.268,15.076,-14.465
1.078,-0.177,-0.095,-13.123,17.029,-14.893
1.08,-0.185,-0.108,-13.794,18.066,-14.587
1.078,-0.18,-0.119,-13.489,18.066,-13.916
1.08,-0.17,-0.117,-12.817,16.602,-12.512
1.081,-0.167,-0.111,-12.939,14.465,-10.986
1.078,-0.161,-0.108,-13.367,13,-9.338
1.071,-0.153,-0.11,-13.855,12.634,-8.118
1.071,-0.15,-0.113,-13.733,13.184,-7.446
1.079,-0.158,-0.114,-13.672,15.137,-7.263
1.079,-0.165,-0.13,-13.977,18.127,-7.446
1.07,-0.171,-0.151,-14.221,20.63,-7.812
1.06,-0.181,-0.17,-13.916,21.912,-7.812
1.062,-0.199,-0.186,-12.695,20.874,-7.019
1.068,-0.217,-0.195,-11.23,18.066,-5.188
1.063,-0.23,-0.199,-9.705,15.137,-3.357
1.052,-0.23,-0.203,-7.69,12.268,-1.221
1.044,-0.229,-0.202,-5.249,8.85,0.854
1.04,-0.226,-0.189,-2.991,4.822,3.052
1.032,-0.225,-0.173,-1.099,0.916,5.432
1.018,-0.219,-0.157,-0.061,-2.136,7.385
1.002,-0.205,-0.146,1.404,-4.578,9.033
1,-0.197,-0.127,2.686,-7.08,10.315
1,-0.194,-0.104,4.028,-8.118,10.681
0.994,-0.186,-0.083,5.554,-6.165,9.521
0.989,-0.171,-0.078,8.118,-2.808,7.08
0.986,-0.158,-0.075,10.01,0,4.822
0.984,-0.152,-0.068,10.62,1.831,3.784
0.978,-0.147,-0.067,10.193,2.502,3.845
0.97,-0.136,-0.069,9.155,2.197,4.272
0.967,-0.123,-0.073,8.301,1.404,4.7
0.967,-0.119,-0.074,7.324,0.793,4.578
0.966,-0.12,-0.075,6.165,0.427,3.967
0.96,-0.118,-0.08,5.31,0.488,3.479
0.968,-0.118,-0.086,5.127,0.061,2.563
0.982,-0.119,-0.088,4.944,0.732,1.404
0.985,-0.125,-0.094,4.7,3.113,-0.122
0.98,-0.132,-0.101,4.944,5.737,-0.793
0.977,-0.14,-0.103,4.944,5.981,-0.427
0.988,-0.153,-0.105,4.944,5.005,0.122
0.997,-0.159,-0.11,5.005,4.089,0.183
1,-0.167,-0.112,5.31,3.601,0.122
0.996,-0.173,-0.111,5.737,3.174,0.61
0.986,-0.172,-0.109,5.737,2.38,1.648
0.971,-0.161,-0.108,6.042,0.916,3.052
0.967,-0.157,-0.108,5.798,0.122,4.15
0.972,-0.165,-0.103,5.127,0.366,4.456
0.968,-0.171,-0.103,5.005,2.075,4.028
0.957,-0.169,-0.106,5.554,4.089,3.357
0.943,-0.164,-0.111,5.92,5.127,3.052
0.929,-0.153,-0.113,6.042,4.333,3.235
0.923,-0.147,-0.112,6.287,2.38,3.113
0.931,-0.149,-0.098,6.348,0.244,3.052
0.938,-0.15,-0.083,6.226,-0.671,2.808
0.935,-0.146,-0.081,5.92,-0.122,2.136
0.93,-0.136,-0.088,5.432,1.038,1.465
0.927,-0.132,-0.094,5.249,1.221,0.854
0.933,-0.139,-0.09,4.761,0.732,0.366
0.94,-0.138,-0.086,3.906,0.061,0.427
0.942,-0.133,-0.084,3.113,-0.427,0.854
0.944,-0.134,-0.083,2.563,-0.366,0.793
0.95,-0.135,-0.084,2.319,0.732,0.061
0.948,-0.135,-0.085,2.747,2.258,-0.793
0.946,-0.126,-0.089,3.052,3.357,-1.343
0.953,-0.13,-0.091,2.991,3.784,-2.014
0.966,-0.146,-0.093,2.686,4.089,-2.747
0.973,-0.149,-0.105,2.38,5.005,-3.601
0.971,-0.145,-0.119,2.808,5.493,-3.906
0.97,-0.144,-0.128,3.174,5.005,-3.845
0.97,-0.15,-0.128,3.052,3.357,-3.357
0.974,-0.15,-0.131,2.502,0.854,-2.441
0.972,-0.143,-0.133,1.465,-1.77,-1.465
0.974,-0.139,-0.13,0.549,-3.906,-0.671
0.984,-0.147,-0.124,-0.122,-5.371,-0.61
0.992,-0.153,-0.122,-0.183,-5.737,-0.916
0.995,-0.153,-0.125,0.488,-4.944,-1.221
0.996,-0.154,-0.126,1.282,-4.333,-1.343
0.999,-0.157,-0.122,1.404,-4.333,-1.282
1.001,-0.161,-0.121,1.343,-4.7,-0.671
1.001,-0.157,-0.12,1.526,-4.7,0.122
0.997,-0.153,-0.122,2.441,-4.211,-0.061
0.993,-0.151,-0.123,3.235,-3.418,-0.549
0.995,-0.154,-0.118,3.723,-3.418,-0.732
1,-0.159,-0.111,3.54,-3.418,-0.183
0.995,-0.157,-0.108,2.869,-3.418,0.732
0.987,-0.153,-0.109,1.892,-3.296,1.282
0.982,-0.148,-0.112,1.587,-3.479,1.404
0.98,-0.148,-0.108,1.831,-3.418,1.038
0.98,-0.151,-0.105,1.587,-2.991,0.854
0.974,-0.151,-0.106,1.343,-2.38,0.854
0.968,-0.152,-0.113,1.038,-2.075,0.122
0.973,-0.161,-0.119,1.221,-1.953,-0.549
0.975,-0.173,-0.123,1.77,-1.953,-1.038
0.975,-0.176,-0.124,2.441,-2.014,-0.671
0.979,-0.175,-0.123,3.174,-2.625,0.122
,,,,,
1.107,-1.292,-0.802,-147.461,24.292,-69.031
1.238,-1.389,-0.952,-142.212,-12.024,-45.349
1.392,-1.485,-1.001,-132.69,-44.434,-27.588
1.535,-1.503,-0.982,-114.685,-56.885,-17.151
1.584,-1.435,-0.975,-89.233,-43.701,-12.817
1.536,-1.316,-0.991,-60.12,-15.442,-13.489
1.424,-1.163,-1.02,-31.006,11.597,-13.855
1.266,-0.981,-1.011,-7.08,26.855,-9.216
1.092,-0.752,-0.951,9.705,28.015,0
0.942,-0.5,-0.852,21.301,19.836,9.949
0.834,-0.288,-0.724,26.978,10.132,15.259
0.76,-0.127,-0.592,28.748,3.113,15.381
0.717,-0.004,-0.488,29.724,-0.244,12.695
0.701,0.071,-0.403,28.87,-1.404,8.118
0.709,0.102,-0.333,26.062,-3.357,3.784
0.739,0.102,-0.277,21.973,-8.179,1.038
0.786,0.081,-0.221,17.212,-15.625,-0.122
0.864,0.047,-0.158,12.207,-23.499,-0.366
0.936,0.018,-0.095,8.423,-28.381,-0.977
1.008,-0.021,-0.059,5.432,-28.076,-1.587
1.043,-0.05,-0.042,2.38,-24.963,-2.258
1.076,-0.073,-0.04,0.122,-21.301,-2.93
1.11,-0.1,-0.037,-1.953,-17.578,-2.319
1.137,-0.122,-0.041,-3.174,-13.733,-1.892
1.146,-0.137,-0.052,-3.54,-9.521,-2.014
1.148,-0.134,-0.065,-3.906,-5.127,-2.319
1.141,-0.129,-0.082,-4.517,-0.977,-1.892
1.139,-0.139,-0.093,-5.31,2.869,-1.221
1.134,-0.143,-0.099,-5.676,7.019,-0.244
1.12,-0.133,-0.113,-4.517,12.39,-0.122
1.104,-0.136,-0.133,-2.93,17.7,-0.61
1.087,-0.14,-0.159,-2.319,20.935,-0.366
1.065,-0.133,-0.182,-1.892,21.301,1.099
1.034,-0.121,-0.198,-1.526,19.531,2.441
1.011,-0.11,-0.2,-0.977,16.907,3.235
1.001,-0.102,-0.195,-0.61,13.489,3.784
0.985,-0.085,-0.197,-0.732,10.376,4.15
0.971,-0.073,-0.199,-0.305,8.24,3.723
0.964,-0.079,-0.198,0,5.737,2.991
0.972,-0.104,-0.195,-0.427,2.747,2.502
0.987,-0.127,-0.194,-1.038,-0.061,3.052
0.995,-0.14,-0.187,-0.793,-2.258,4.089
0.997,-0.148,-0.173,-0.122,-4.211,4.883
1.007,-0.163,-0.156,0.488,-5.432,5.371
1.014,-0.161,-0.144,1.587,-5.676,5.493
1.014,-0.157,-0.133,3.296,-4.395,4.822
1.009,-0.152,-0.127,5.005,-2.441,3.723
1.009,-0.142,-0.122,5.92,-1.526,3.357
1,-0.131,-0.117,6.226,-0.977,3.235
0.991,-0.119,-0.111,5.92,-0.977,2.808
0.985,-0.102,-0.102,5.798,-1.526,2.869
0.983,-0.088,-0.095,5.188,-2.014,3.235
0.978,-0.079,-0.085,3.906,-2.563,3.662
0.975,-0.071,-0.083,2.747,-3.113,3.662
0.964,-0.062,-0.081,1.221,-2.93,3.601
0.958,-0.057,-0.079,0,-2.319,3.174
0.959,-0.065,-0.077,-1.038,-1.343,2.38
0.959,-0.074,-0.089,-1.038,0.366,1.404
0.955,-0.076,-0.103,-0.671,2.441,0.427
0.957,-0.079,-0.114,-0.854,3.784,-0.732
0.97,-0.099,-0.128,-0.916,4.639,-1.526
0.977,-0.123,-0.15,-1.16,4.761,-1.953
0.976,-0.132,-0.168,-0.61,4.15,-1.587
0.974,-0.134,-0.176,-0.244,2.808,-0.854
0.979,-0.139,-0.177,0.061,0.916,-0.183
0.987,-0.145,-0.174,-0.305,-1.221,0.732
0.985,-0.145,-0.171,-0.366,-3.54,2.014
0.985,-0.135,-0.166,0,-4.822,2.991
0.982,-0.126,-0.16,0.488,-4.761,3.113
0.977,-0.126,-0.155,1.16,-4.15,2.502
0.969,-0.125,-0.156,1.709,-3.235,2.319
0.963,-0.123,-0.153,1.526,-2.625,2.563
0.958,-0.115,-0.154,2.014,-2.075,2.258
0.958,-0.11,-0.153,2.747,-0.977,1.587
0.953,-0.109,-0.159,2.747,0.305,1.404
0.942,-0.109,-0.163,2.563,1.221,1.221
0.938,-0.102,-0.171,2.869,1.892,1.16
0.934,-0.092,-0.176,2.93,2.869,1.099
0.934,-0.092,-0.18,3.296,3.052,0.732
0.933,-0.099,-0.185,3.052,2.075,0.671
0.936,-0.103,-0.186,2.441,0.305,0.61
0.94,-0.098,-0.187,2.441,-0.916,0.549
0.947,-0.098,-0.182,2.869,-1.221,-0.305
0.954,-0.102,-0.181,3.235,-1.099,-1.16
0.956,-0.106,-0.181,3.174,-1.038,-1.648
0.961,-0.106,-0.182,2.991,-1.343,-1.77
0.971,-0.11,-0.182,3.296,-1.404,-1.953
0.977,-0.114,-0.179,3.967,-1.404,-2.014
0.98,-0.116,-0.172,4.211,-1.831,-1.953
0.99,-0.117,-0.162,4.15,-2.197,-1.709
0.996,-0.118,-0.152,4.456,-2.686,-1.343
0.998,-0.12,-0.145,4.272,-3.418,-1.099
1,-0.122,-0.139,4.517,-4.028,-1.16
1.007,-0.123,-0.13,4.517,-4.15,-0.854
1.01,-0.119,-0.123,4.639,-4.089,-0.366
1.009,-0.116,-0.119,4.517,-3.418,0.244
1.005,-0.115,-0.113,4.639,-2.808,0.61
1.001,-0.109,-0.111,5.005,-1.526,0.305
0.999,-0.102,-0.108,5.92,0.244,-0.427
0.992,-0.101,-0.109,6.409,1.953,-0.977
0.986,-0.105,-0.107,5.859,1.831,-0.671
0.982,-0.1,-0.108,5.127,1.099,0.061
0.975,-0.092,-0.108,4.822,0.366,0.549
0.967,-0.086,-0.107,4.333,0.305,0.244
0.966,-0.086,-0.108,3.54,-0.061,0.244
0.967,-0.087,-0.107,2.441,-0.732,0.366
0.966,-0.091,-0.112,1.465,-1.221,0.488
0.967,-0.098,-0.116,0.671,-1.587,-0.061
0.972,-0.098,-0.12,0.366,-1.648,-0.305
0.979,-0.101,-0.121,0.244,-1.892,-0.488
0.985,-0.104,-0.124,0.183,-1.892,-0.793
0.988,-0.109,-0.128,-0.183,-1.465,-1.16
0.989,-0.115,-0.131,-0.305,-0.793,-1.221
0.998,-0.122,-0.134,-0.061,-0.244,-1.038
0.996,-0.123,-0.135,0.305,-0.244,-0.671
0.992,-0.117,-0.135,0.977,0.122,-0.488
0.99,-0.112,-0.136,1.404,0.977,-0.549
0.989,-0.111,-0.141,1.404,2.38,-0.671
0.986,-0.113,-0.148,1.465,3.723,-0.793
,,,,,
1.077,-1.097,-0.621,-111.816,-39.429,-33.203
1.204,-1.118,-0.66,-101.99,-53.772,-20.752
1.322,-1.138,-0.659,-85.815,-52.185,-19.714
1.413,-1.141,-0.669,-66.956,-35.706,-23.865
1.406,-1.094,-0.697,-48.523,-15.442,-24.78
1.338,-0.988,-0.722,-33.325,-2.869,-20.691
1.228,-0.832,-0.706,-22.095,-1.16,-12.512
1.127,-0.674,-0.651,-15.137,-5.127,-4.944
1.039,-0.527,-0.58,-10.132,-9.216,-0.549
0.977,-0.392,-0.508,-4.944,-10.071,1.892
0.936,-0.298,-0.442,-1.953,-9.399,0.732
0.902,-0.238,-0.387,-1.465,-7.324,-1.526
0.885,-0.176,-0.345,-1.526,-6.042,-3.662
0.891,-0.147,-0.298,-1.831,-7.263,-4.517
0.901,-0.122,-0.262,-2.93,-9.338,-4.089
0.927,-0.124,-0.239,-3.784,-11.353,-3.479
0.966,-0.139,-0.228,-4.761,-14.771,-3.845
1.014,-0.164,-0.21,-5.859,-18.677,-3.235
1.068,-0.203,-0.18,-6.409,-22.278,-1.709
1.117,-0.218,-0.15,-5.493,-24.414,-0.183
1.16,-0.234,-0.12,-4.456,-23.193,1.709
1.179,-0.244,-0.1,-3.784,-19.653,2.991
1.172,-0.235,-0.087,-2.869,-15.686,3.845
1.161,-0.227,-0.073,-2.014,-11.414,5.676
1.149,-0.219,-0.068,-2.136,-6.897,6.592
1.132,-0.209,-0.069,-2.014,-2.319,6.592
1.105,-0.201,-0.074,-0.977,2.686,6.836
1.09,-0.195,-0.084,0.854,7.507,6.409
1.078,-0.191,-0.087,2.625,11.475,6.226
1.064,-0.186,-0.091,3.418,13.916,7.263
1.041,-0.18,-0.088,2.93,13.916,8.057
1.027,-0.172,-0.09,1.892,11.78,8.728
1.018,-0.172,-0.092,0.671,9.705,10.254
1.007,-0.172,-0.096,-0.549,8.179,11.353
1.005,-0.18,-0.097,-1.099,7.08,12.024
1.002,-0.187,-0.103,-1.526,6.165,12.024
1.009,-0.201,-0.11,-1.831,5.859,11.23
1.014,-0.219,-0.114,-1.465,5.859,10.315
1.005,-0.214,-0.116,-0.061,5.493,9.521
0.999,-0.213,-0.108,1.831,5.005,8.972
0.978,-0.192,-0.098,2.808,4.639,9.277
0.952,-0.163,-0.09,3.235,3.967,10.254
0.925,-0.143,-0.085,3.235,3.052,10.437
0.917,-0.14,-0.079,2.258,2.136,9.888
0.918,-0.142,-0.069,0.122,0.488,9.399
0.917,-0.141,-0.068,-1.587,-0.366,8.911
0.917,-0.132,-0.076,-2.38,-0.122,7.996
0.919,-0.127,-0.088,-2.38,0.366,7.08
0.924,-0.134,-0.096,-2.808,0.732,6.042
0.928,-0.153,-0.109,-3.052,0.671,4.028
0.935,-0.164,-0.108,-0.977,0.305,1.709
0.938,-0.156,-0.103,2.625,0.793,0.427
0.937,-0.139,-0.09,5.737,1.16,-0.671
0.941,-0.127,-0.071,6.897,0.427,-1.465
0.947,-0.12,-0.051,6.348,-0.793,-1.465
0.947,-0.107,-0.032,5.188,-1.587,-1.221
0.949,-0.096,-0.023,3.54,-1.282,-1.587
0.958,-0.106,-0.022,1.16,0.366,-2.747
0.969,-0.119,-0.032,-1.099,2.747,-3.906
0.976,-0.136,-0.048,-2.197,4.761,-4.822
0.977,-0.15,-0.064,-3.235,5.676,-5.615
0.98,-0.159,-0.08,-3.479,6.165,-5.859
0.981,-0.167,-0.09,-4.028,6.653,-5.92
0.981,-0.176,-0.099,-4.639,7.019,-5.859
0.973,-0.179,-0.111,-4.456,7.08,-5.249
0.966,-0.178,-0.125,-3.906,6.897,-5.066
0.965,-0.185,-0.133,-3.113,6.287,-5.188
0.969,-0.2,-0.141,-2.441,6.287,-5.005
0.965,-0.202,-0.154,-1.465,6.226,-4.028
0.958,-0.199,-0.159,-0.122,5.066,-2.747
0.957,-0.205,-0.161,0.488,3.662,-2.38
0.964,-0.211,-0.159,0.916,1.77,-1.892
0.965,-0.208,-0.159,1.831,0.183,-1.282
0.97,-0.209,-0.151,2.625,-0.671,-0.916
0.978,-0.205,-0.138,3.174,-1.77,-0.671
0.982,-0.199,-0.114,3.906,-2.441,0.061
0.977,-0.184,-0.099,4.272,-1.892,0.61
0.97,-0.168,-0.089,4.395,-0.916,-0.244
0.967,-0.159,-0.077,4.333,0.366,-1.282
0.966,-0.152,-0.073,3.662,1.648,-1.587
0.962,-0.148,-0.076,2.441,2.686,-1.709
0.954,-0.146,-0.086,1.099,2.93,-1.77
0.955,-0.149,-0.093,0.122,2.869,-2.258
0.959,-0.152,-0.096,-0.61,2.075,-2.319
0.963,-0.159,-0.098,-1.221,1.404,-2.014
0.969,-0.172,-0.105,-1.526,1.282,-1.892
0.977,-0.187,-0.117,-1.526,1.831,-2.38
0.982,-0.193,-0.13,-0.244,2.808,-2.625
0.98,-0.192,-0.139,1.404,4.272,-2.991
0.98,-0.193,-0.145,2.808,5.554,-3.601
0.988,-0.204,-0.153,3.601,6.226,-3.845
0.99,-0.213,-0.16,4.15,6.531,-3.601
0.984,-0.205,-0.17,5.005,6.531,-2.869
0.977,-0.196,-0.173,6.104,5.371,-2.502
0.97,-0.188,-0.174,6.958,3.845,-2.319
0.968,-0.183,-0.165,7.019,1.709,-1.892
0.968,-0.181,-0.156,6.226,-1.282,-1.343
0.971,-0.179,-0.146,5.493,-3.54,-0.671
0.982,-0.179,-0.136,5.188,-5.31,-0.427
0.99,-0.177,-0.126,5.005,-6.104,-0.427
0.996,-0.177,-0.116,5.005,-6.042,-0.183
1.005,-0.183,-0.109,5.127,-4.944,-0.061
1.006,-0.184,-0.109,5.188,-3.113,-0.244
1.001,-0.18,-0.114,5.554,-1.16,-0.793
1,-0.182,-0.115,5.737,0.488,-1.099
1,-0.188,-0.121,5.798,1.16,-0.854
0.997,-0.188,-0.125,5.432,1.404,-0.305
0.989,-0.18,-0.125,5.737,1.221,0.366
0.983,-0.174,-0.121,6.226,0.916,0.549
0.981,-0.177,-0.113,5.981,0.366,0.427
0.98,-0.183,-0.11,5.493,-0.061,0.671
0.979,-0.182,-0.112,5.554,-0.244,0.977
0.982,-0.186,-0.113,5.31,-0.305,1.16
0.98,-0.187,-0.112,5.188,-0.61,1.343
0.977,-0.183,-0.114,5.371,-0.854,0.671
0.984,-0.188,-0.117,5.249,-0.61,-0.366
0.988,-0.198,-0.122,5.249,0.366,-0.732
0.991,-0.208,-0.131,5.737,1.16,-0.793
0.991,-0.219,-0.145,6.47,1.526,-0.305
,,,,,
0.876,-1.417,-0.686,-133.24,55.359,-67.749
0.936,-1.412,-0.807,-127.014,36.011,-49.988
0.976,-1.382,-0.835,-116.455,13.306,-37.231
1.005,-1.316,-0.783,-100.464,-5.737,-28.748
1.025,-1.198,-0.689,-78.796,-16.846,-24.17
1.03,-1.09,-0.616,-55.054,-15.625,-24.231
0.999,-0.985,-0.569,-32.043,-6.47,-27.039
0.943,-0.848,-0.534,-13.123,1.404,-28.32
0.887,-0.719,-0.472,-0.122,3.967,-26.672
0.862,-0.595,-0.385,7.507,0.305,-22.034
0.844,-0.479,-0.299,8.545,-6.226,-15.32
0.823,-0.375,-0.214,4.211,-14.343,-9.277
0.827,-0.305,-0.134,-1.282,-20.935,-6.287
0.835,-0.266,-0.075,-6.775,-24.109,-5.859
0.85,-0.248,-0.045,-10.925,-24.902,-5.981
0.876,-0.268,-0.003,-14.465,-24.109,-6.042
0.903,-0.289,0.029,-17.578,-21.606,-6.042
0.93,-0.308,0.052,-18.677,-16.968,-6.897
0.96,-0.334,0.053,-16.541,-9.521,-9.949
0.99,-0.374,0.043,-12.268,-0.549,-14.893
1.013,-0.405,0.016,-8.301,8.24,-18.188
1.022,-0.428,-0.014,-5.554,14.709,-19.043
1.022,-0.451,-0.053,-3.601,17.273,-18.738
1.033,-0.468,-0.083,-2.197,16.174,-17.151
1.048,-0.478,-0.094,-1.709,12.329,-14.038
1.057,-0.477,-0.081,-0.61,7.629,-10.742
1.074,-0.46,-0.066,0.366,2.502,-7.751
1.089,-0.448,-0.043,0.488,-1.038,-5.676
1.103,-0.444,-0.025,0.916,-2.197,-4.333
1.113,-0.436,-0.011,1.831,-2.258,-3.418
1.113,-0.424,0,2.747,-2.075,-2.441
1.113,-0.416,0.011,3.418,-1.465,-1.587
1.115,-0.422,0.023,3.723,-0.305,-1.16
1.117,-0.429,0.021,4.089,0.854,-0.916
1.114,-0.431,0.017,4.028,1.831,-0.977
1.107,-0.432,0.019,3.601,2.014,-1.526
1.101,-0.429,0.019,3.601,1.953,-1.465
1.085,-0.422,0.008,3.784,2.075,-1.709
1.058,-0.424,0.003,2.014,1.282,-3.296
1.046,-0.435,-0.004,1.038,-0.305,-5.798
1.038,-0.442,-0.016,2.136,-1.465,-8.118
1.031,-0.453,-0.006,4.272,-2.197,-8.24
1.015,-0.445,-0.007,5.92,-4.456,-8.118
1.017,-0.431,0.003,6.653,-7.263,-7.263
1.001,-0.435,-0.013,7.874,-9.399,-6.653
0.988,-0.416,-0.001,7.324,-11.536,-4.578
0.984,-0.388,-0.001,6.897,-13.794,-2.197
0.98,-0.362,0.002,5.432,-15.015,-0.732
0.956,-0.347,-0.003,3.845,-16.724,0
0.935,-0.327,0,-0.061,-18.738,-0.854
0.96,-0.292,-0.02,-4.456,-20.142,0.061
0.853,-0.347,0.025,-7.507,-22.034,0.549
0.841,-0.324,0.025,-8.362,-24.353,1.587
0.887,-0.297,0.012,-6.836,-25.269,3.906
0.952,-0.225,-0.005,-3.113,-26.428,3.662
0.864,-0.336,0.044,-6.775,-26.306,0.854
0.853,-0.338,0.043,-4.578,-26.917,0.854
0.89,-0.275,0.035,-0.244,-26.855,4.456
0.918,-0.26,0.062,1.343,-25.391,4.822
0.899,-0.285,0.059,0.183,-23.926,2.93
0.952,-0.26,0.047,2.747,-22.461,2.502
0.892,-0.334,0.072,5.188,-19.775,5.432
0.857,-0.354,0.118,5.493,-19.043,7.935
0.871,-0.308,0.123,7.263,-18.616,14.038
0.902,-0.266,0.104,9.399,-17.029,18.005
0.889,-0.255,0.092,5.554,-15.686,17.7
0.871,-0.237,0.09,3.601,-16.174,15.381
0.873,-0.211,0.087,2.441,-17.09,13.489
0.877,-0.213,0.085,0.122,-17.761,11.597
0.871,-0.218,0.083,-1.77,-18.616,10.315
0.873,-0.225,0.076,-3.418,-19.958,9.644
0.856,-0.235,0.079,-5.005,-21.729,9.766
0.856,-0.237,0.077,-5.493,-23.315,10.01
0.864,-0.251,0.078,-5.798,-22.949,8.545
